# Babu2013 Figure 3
# Temperature: 373 K
# Strain rate: 1.0e-3 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
Plastic strain, stress (MPa)
0.0, 767.48
0.006162, 832.23
0.01223, 873.13
0.018484, 911.98
0.024552, 946.74
0.030713, 970.59
0.036875, 992.41
0.042849, 1010.81
0.049011, 1027.17
0.055079, 1038.07
0.061053, 1051.02
0.067215, 1065.34
0.073189, 1074.88
0.079631, 1083.06
0.085792, 1091.92
0.091767, 1100.78
0.097834, 1106.23
0.103809, 1111.68
0.109784, 1117.82
0.116225, 1123.27
0.1222, 1126.0
