# Babu2013 Figure 4
# Temperature: 973 K
# Strain rate: 1.0e-3 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
True strain, stress (MPa)
-1.38778e-17,-2.27374e-13
0.005391,212.988
0.019491,288.844
0.034419,325.024
0.04769,337.54
0.063448,342.396
0.096623,333.315
0.131043,317.271
0.164218,301.925
0.198637,287.97
0.232642,278.191
0.267476,267.019
0.300652,257.242
0.335071,248.855
0.369076,243.252
0.403081,239.042
0.4375,234.832
0.471505,233.406
