# Babu2013 Figure 3
# Temperature: 573 K
# Strain rate: 1.0e-2 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
Plastic strain, stress (MPa)
0.0, 694.55
0.005694, 746.35
0.010642, 783.15
0.01531, 814.51
0.020164, 843.14
0.025112, 862.22
0.029686, 885.39
0.034634, 899.03
0.039395, 913.34
0.044156, 923.56
0.04901, 932.42
0.054145, 944.01
0.058999, 950.15
0.063853, 956.96
0.068521, 965.14
0.073469, 970.59
0.078417, 971.28
0.082991, 975.37
0.087845, 982.86
0.092886, 987.63
