# Babu2013 Figure 3
# Temperature: 473 K
# Strain rate: 1.0e0 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
Plastic strain, stress (MPa)
0.0, 856.77
0.006441, 898.34
0.012976, 928.33
0.019417, 950.15
0.025858, 971.96
0.03202, 992.41
0.038368, 1005.36
0.045182, 1019.67
0.051437, 1030.57
0.058159, 1034.66
0.06432, 1046.93
0.070761, 1050.34
0.077296, 1058.52
0.083644, 1066.02
0.089992, 1067.38
0.096247, 1072.83
0.102875, 1076.92
0.108849, 1079.65
0.115384, 1083.06
0.122106, 1084.42
0.128547, 1087.15
0.134802, 1089.87
0.141243, 1091.24
0.147498, 1094.64
0.154032, 1096.69
0.160474, 1097.37
