# Babu2013 Figure 3
# Temperature: 293 K
# Strain rate: 1.0e-3 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
True strain, stress (MPa)
0,-2.27374e-13
0.010456,950.15
0.015497,1001.27
0.020631,1045.57
0.025485,1078.97
0.03034,1106.23
0.035288,1123.95
0.040049,1138.95
0.044996,1149.85
0.050037,1164.17
0.054798,1175.07
0.059653,1186.66
0.064507,1197.57
0.069455,1209.15
0.074216,1215.97
0.079257,1227.56
0.084111,1237.78
0.088966,1243.23
0.093913,1252.09
0.098768,1260.95
0.103622,1265.04
0.108663,1271.86
0.113424,1280.72
0.118372,1286.85
0.123226,1293.67
0.128174,1299.81
0.133122,1304.58
0.138069,1310.71
0.142924,1318.21
0.147965,1321.62
0.152633,1326.39
0.15758,1331.16
0.162435,1337.29
0.167382,1337.97
0.17233,1341.38
