# Babu2013 Figure 4
# Temperature: 973 K
# Strain rate: 1.0e-2 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
Plastic strain, stress (MPa)
0.0, 249.182
0.010367, 356.364
0.021149, 396.029
0.031102, 421.077
0.041054, 437.772
0.051007, 445.419
0.075059, 448.876
0.099111, 443.283
0.123993, 430.729
0.148459, 416.088
0.172512, 399.359
0.196978, 384.021
0.22186, 364.507
0.245497, 351.954
0.270379, 339.401
0.294846, 327.543
0.318483, 317.775
0.343365, 310.094
0.367417, 302.413
0.391884, 295.428
0.416765, 287.747
0.440817, 283.547
0.465284, 277.258
