# Babu2013 Figure 3
# Temperature: 473 K
# Strain rate: 1.0e-2 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
Plastic strain, stress (MPa)
0.0, 738.17
0.007188, 804.28
0.01503, 845.18
0.022778, 877.22
0.030433, 909.93
0.038088, 933.79
0.04593, 950.83
0.053305, 967.87
0.06124, 981.5
0.068988, 994.45
0.076456, 1003.99
0.084205, 1014.22
0.092046, 1024.44
0.099795, 1031.26
0.107543, 1038.75
0.115198, 1045.57
0.122946, 1046.25
0.130695, 1062.61
0.138163, 1058.52
0.146005, 1066.7
0.153846, 1070.79
0.161501, 1071.47
