# Babu2013 Figure 3
# Temperature: 673 K
# Strain rate: 1.0e-2 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
Plastic strain, stress (MPa)
0.0, 680.92
0.006721, 734.76
0.012696, 768.16
0.018857, 793.38
0.024738, 817.92
0.030993, 837.68
0.037154, 852.68
0.043035, 869.72
0.049103, 882.67
0.055451, 894.26
0.061426, 903.8
0.067681, 911.3
0.073375, 921.52
0.07991, 929.02
0.085605, 933.79
0.091859, 941.29
0.098207, 946.74
0.103902, 950.83
0.11025, 955.6
0.116224, 959.69
0.122292, 963.1
0.128454, 968.55
0.134615, 974.0
0.140683, 974.68
0.146844, 975.37
0.153006, 976.73
0.159167, 974.0
0.165328, 974.0
