# Babu2013 Figure 3
# Temperature: 573 K
# Strain rate: 1.0e-2 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
True strain, stress (MPa)
0,-2.27374e-13
0.008402,694.55
0.014096,746.35
0.019044,783.15
0.023712,814.51
0.028566,843.14
0.033514,862.22
0.038088,885.39
0.043036,899.03
0.047797,913.34
0.052558,923.56
0.057412,932.42
0.062547,944.01
0.067401,950.15
0.072255,956.96
0.076923,965.14
0.081871,970.59
0.086819,971.28
0.091393,975.37
0.096247,982.86
0.101288,987.63
